id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
a0001723,2001723,  1723 Klemola (1936 FX),1723,Klemola,,N,N,10.1,33.449,0.156,0.165,JPL 34,2459000.5,59000,20200531,J2000,0.041379161,3.012362879,2.88771383,10.9361736,149.8092175,1.51486968,39.39679811,3.137011928,0.188513798,2458791.514,20191104.01,1909.674538,5.228403938,1.89843,738.8120031,3.83E-08,1.23E-08,1.16E-07,4.29E-06,2.03E-05,5.18E-05,4.70E-05,1.29E-08,1.16E-09,0.00024934,1.17E-05,MBA,0.4416
a0001724,2001724,  1724 Vladimir (1932 DC),1724,Vladimir,,N,N,11.4,38.476,0.037,0.236,JPL 40,2459000.5,59000,20200531,J2000,0.057837994,2.711576415,2.554744275,12.23052113,163.9928473,297.8290115,341.2671336,2.868408556,0.220735051,2459085.366,20200823.87,1630.914518,4.465200596,1.59497,620.7144749,2.90E-08,8.83E-09,8.08E-08,3.43E-06,1.54E-05,3.48E-05,3.09E-05,9.34E-09,1.08E-09,0.00014009,7.97E-06,MBA,0.43199
a0001725,2001725,  1725 CrAO (1930 SK),1725,CrAO,,N,N,11.3,16.089,0.22,1.649,JPL 39,2459000.5,59000,20200531,J2000,0.08815809,2.903826604,2.647830796,3.170897109,119.0832603,229.4213707,57.56069316,3.159822411,0.199181067,2458711.513,20190816.01,1807.400701,4.948393433,1.64239,639.1689163,3.77E-08,1.10E-08,1.09E-07,3.37E-06,7.23E-05,7.47E-05,1.83E-05,1.20E-08,1.13E-09,9.21E-05,1.03E-05,MBA,0.44503
a0001726,2001726,  1726 Hoffmeister (1933 OE),1726,Hoffmeister,,N,N,12.3,25.25,0.037,0.079,JPL 38,2459000.5,59000,20200531,J2000,0.042802926,2.78679072,2.667507922,3.483659566,230.9559823,69.56883806,253.250755,2.906073518,0.211859304,2459504.369,20211016.87,1699.24093,4.652268117,1.65439,643.8389563,3.19E-08,9.97E-09,9.08E-08,3.53E-06,6.29E-05,7.80E-05,4.72E-05,1.04E-08,1.14E-09,0.00022343,9.12E-06,MBA,0.43615
a0001727,2001727,  1727 Mette (1965 BA),1727,Mette,,N,N,12.6,,,,JPL 37,2459000.5,59000,20200531,J2000,0.101987035,1.854001013,1.664916947,22.89964933,133.0083986,313.1728359,353.05511,2.043085079,0.390426352,2459018.288,20200617.79,922.0689073,2.524487084,0.716298,278.7616927,3.24E-08,3.53E-09,6.09E-08,4.08E-06,7.45E-06,1.99E-05,2.00E-05,3.89E-09,1.11E-09,5.12E-05,2.63E-06,MCA,0.34894
a0001728,2001728,  1728 Goethe Link (1964 TO),1728,Goethe Link,,N,N,11.4,14.579,0.251,0.329,JPL 39,2459000.5,59000,20200531,J2000,0.089945632,2.562811409,2.332297718,7.187004655,240.512221,66.9109835,262.2863672,2.7933251,0.240231029,2459407.249,20210711.75,1498.55746,4.102826721,1.3286,517.051262,3.22E-08,7.87E-09,8.42E-08,3.72E-06,3.21E-05,4.04E-05,2.56E-05,8.58E-09,1.11E-09,0.00010699,6.91E-06,MBA,0.4477
a0001729,2001729,  1729 Beryl (1963 SL),1729,Beryl,,N,N,12.5,9.037,0.246,1.031,JPL 37,2459000.5,59000,20200531,J2000,0.100640917,2.229220747,2.004869926,2.441797848,9.028416303,262.1100508,87.21573285,2.453571567,0.296124581,2458705.976,20190810.48,1215.704548,3.328417653,0.990496,385.4713283,3.15E-08,5.25E-09,7.09E-08,3.59E-06,8.18E-05,8.39E-05,1.84E-05,5.77E-09,1.05E-09,6.21E-05,4.29E-06,MBA,0.44924
a0001730,2001730,  1730 Marceline (1936 UA),1730,Marceline,,N,N,12,15.203,0.192,0.122,JPL 33,2459000.5,59000,20200531,J2000,0.222313011,2.785056083,2.16590188,9.488408996,171.1523359,226.5505707,357.5223041,3.404210285,0.212057265,2459012.184,20200611.68,1697.654638,4.647925088,1.18463,461.0224571,3.60E-08,9.16E-09,1.01E-07,3.93E-06,2.18E-05,2.29E-05,7.55E-06,1.12E-08,1.05E-09,3.56E-05,8.37E-06,MBA,0.481
a0001731,2001731,  1731 Smuts (1948 PH),1731,Smuts,,N,N,10.5,54.784,0.058,0.236,JPL 39,2459000.5,59000,20200531,J2000,0.127903478,3.165328024,2.760471559,5.935088801,152.4725319,203.4406165,216.2477252,3.570184488,0.175015289,2459821.87,20220830.37,2056.963147,5.631658172,1.75694,683.7483398,3.32E-08,1.34E-08,1.06E-07,3.69E-06,3.26E-05,3.51E-05,1.43E-05,1.51E-08,1.11E-09,8.39E-05,1.31E-05,MBA,0.43191
a0001732,2001732,  1732 Heike (1943 EY),1732,Heike,,N,N,10.9,22.378,0.128,0.235,JPL 40,2459000.5,59000,20200531,J2000,0.111673184,3.013928737,2.677353718,10.77566745,155.6043941,211.6986731,77.33319509,3.350503756,0.188366906,2458589.954,20190416.45,1911.163735,5.232481136,1.68128,654.3037376,3.40E-08,1.16E-08,1.03E-07,3.41E-06,2.03E-05,2.59E-05,1.60E-05,1.29E-08,1.09E-09,8.53E-05,1.10E-05,MBA,0.43015
a0001733,2001733,  1733 Silke (1938 DL1),1733,Silke,,N,N,12.8,6.715,0.247,0.09,JPL 32,2459000.5,59000,20200531,J2000,0.083398633,2.193324889,2.010404592,4.430091668,159.3534054,306.688977,149.9503657,2.376245186,0.303423786,2458506.306,20190122.81,1186.459388,3.24834877,1.03075,401.1369775,3.56E-08,5.06E-09,7.80E-08,4.80E-06,3.88E-05,4.64E-05,2.54E-05,5.48E-09,1.05E-09,8.34E-05,4.11E-06,MBA,0.43363
a0001734,2001734,  1734 Zhongolovich (1928 TJ),1734,Zhongolovich,,N,N,11.7,26.425,0.031,0.113,JPL 34,2459000.5,59000,20200531,J2000,0.230057243,2.779938413,2.140393446,8.339776265,182.0720234,186.1686626,296.7349962,3.419483381,0.212643108,2459298.017,20210324.52,1692.97751,4.635119808,1.13959,443.4942403,3.85E-08,1.01E-08,1.08E-07,4.24E-06,2.38E-05,2.49E-05,9.30E-06,1.24E-08,1.16E-09,4.47E-05,9.22E-06,MBA,0.45648
a0001735,2001735,  1735 ITA (1948 RJ1),1735,ITA,,N,N,10,61.865,0.051,0.646,JPL 32,2459000.5,59000,20200531,J2000,0.131218089,3.140278233,2.728216924,15.59934963,9.238545772,275.4532498,16.24412662,3.552339543,0.177113588,2458908.784,20200229.28,2032.593911,5.564938839,1.76969,688.7102573,3.57E-08,1.65E-08,1.15E-07,5.24E-06,1.50E-05,2.60E-05,2.26E-05,1.87E-08,1.40E-09,0.00012757,1.60E-05,MBA,0.38214
a0001736,2001736,  1736 Floirac (1967 RA),1736,Floirac,,N,N,12.3,8.617,0.302,0.075,JPL 28,2459000.5,59000,20200531,J2000,0.168718379,2.229599217,1.853424852,4.550956492,159.7242886,249.0066699,267.9622401,2.605773582,0.296049184,2459311.387,20210406.89,1216.014159,3.329265322,0.869055,338.2101344,3.45E-08,5.38E-09,7.64E-08,3.50E-06,4.56E-05,4.66E-05,1.01E-05,6.29E-09,1.07E-09,3.45E-05,4.40E-06,MBA,0.42411
a0001737,2001737,  1737 Severny (1966 TJ),1737,Severny,,N,N,11.1,21.334,0.175,0.158,JPL 37,2459000.5,59000,20200531,J2000,0.047932726,3.012694546,2.868287884,9.375599826,327.4116734,222.0076669,300.778683,3.157101209,0.188482669,2459314.7,20210410.2,1909.989936,5.229267449,1.87844,731.0324948,3.86E-08,1.46E-08,1.17E-07,4.37E-06,2.45E-05,4.96E-05,4.35E-05,1.53E-08,1.37E-09,0.00023092,1.39E-05,MBA,0.42373
a0001738,2001738,  1738 Oosterhoff (1930 SP),1738,Oosterhoff,,N,N,12.5,7.887,0.341,0.09,JPL 36,2459000.5,59000,20200531,J2000,0.203027806,2.183536567,1.740217929,4.876894743,44.10263883,284.3524008,302.1038207,2.626855205,0.305466346,2459190.034,20201206.53,1178.525899,3.22662806,0.737225,286.9058533,3.66E-08,4.22E-09,8.07E-08,3.35E-06,4.31E-05,4.37E-05,8.73E-06,5.08E-09,8.86E-10,2.88E-05,3.42E-06,MBA,0.42132
a0001739,2001739,  1739 Meyermann (1939 PF),1739,Meyermann,,N,N,12.8,7.858,0.254,0.124,JPL 35,2459000.5,59000,20200531,J2000,0.124243457,2.26083652,1.979942375,3.409341421,203.3365855,82.27857124,316.4596218,2.541730665,0.289934792,2459150.673,20201028.17,1241.658502,3.399475707,0.967124,376.3756471,2.74E-08,5.58E-09,6.30E-08,3.73E-06,5.14E-05,5.36E-05,1.51E-05,6.27E-09,1.07E-09,5.21E-05,4.60E-06,MBA,0.46578
a0001740,2001740,  1740 Paavo Nurmi (1939 UA),1740,Paavo Nurmi,,N,N,13.3,12.762,0.046,0.15,JPL 27,2459000.5,59000,20200531,J2000,0.190151654,2.468149061,1.998826434,2.000316406,296.060016,78.47067276,298.3174131,2.937471688,0.25418329,2459243.17,20210128.67,1416.300812,3.877620293,1.00084,389.4969028,4.67E-08,9.28E-09,1.13E-07,3.46E-06,0.00012581,0.00012644,1.71E-05,1.10E-08,1.43E-09,6.84E-05,7.98E-06,MBA,0.48601
a0001741,2001741,  1741 Giclas (1960 BC),1741,Giclas,,N,N,11.5,13.107,0.374,0.182,JPL 35,2459000.5,59000,20200531,J2000,0.069904239,2.88448213,2.682844601,2.886875993,55.51018036,338.1089127,219.7502224,3.08611966,0.201188103,2459697.608,20220428.11,1789.370223,4.899028675,1.68923,657.3976391,3.15E-08,1.07E-08,9.16E-08,3.51E-06,7.22E-05,7.68E-05,2.73E-05,1.14E-08,1.12E-09,0.00013677,9.93E-06,MBA,0.43557
a0001742,2001742,  1742 Schaifers (1934 RO),1742,Schaifers,,N,N,11.3,16.707,0.113,0.139,JPL 40,2459000.5,59000,20200531,J2000,0.096609113,2.888513643,2.609456903,2.498472204,152.1810761,213.873957,156.9215479,3.167570383,0.200767051,2458218.89,20180410.39,1793.122919,4.909302995,1.60806,625.8087102,3.49E-08,9.95E-09,1.01E-07,3.61E-06,7.79E-05,7.98E-05,1.87E-05,1.09E-08,1.04E-09,9.20E-05,9.27E-06,MBA,0.41447
a0001743,2001743,  1743 Schmidt (4109 P-L),1743,Schmidt,,N,N,12.5,19.338,0.057,0.105,JPL 38,2459000.5,59000,20200531,J2000,0.13436665,2.473884244,2.141476705,6.356069911,189.6275961,359.4941308,303.6725362,2.806291783,0.253299896,2459222.875,20210108.37,1421.240218,3.891143651,1.14206,444.4554902,3.54E-08,7.13E-09,8.75E-08,3.86E-06,2.72E-05,2.95E-05,1.16E-05,8.09E-09,1.10E-09,4.59E-05,6.15E-06,MBA,0.43138
a0001744,2001744,  1744 Harriet (6557 P-L),1744,Harriet,,N,N,13.5,4.968,0.26,0.174,JPL 29,2459000.5,59000,20200531,J2000,0.121398011,2.229105246,1.958496303,4.406712414,27.42894123,156.0228712,148.0572101,2.49971419,0.296147597,2458500.556,20190117.06,1215.610067,3.328158978,0.961204,374.0717607,3.49E-08,5.03E-09,7.71E-08,4.04E-06,4.17E-05,4.42E-05,1.48E-05,5.64E-09,1.00E-09,4.94E-05,4.12E-06,MBA,0.47072
a0001745,2001745,  1745 Ferguson (1941 SY1),1745,Ferguson,,N,N,11.9,12.113,0.209,0.123,JPL 41,2459000.5,59000,20200531,J2000,0.057418664,2.845236517,2.681866838,3.255844602,78.6461252,338.2941118,100.7839418,3.008606197,0.205365039,2458509.745,20190126.24,1752.976072,4.799386917,1.69407,659.2812219,3.30E-08,1.01E-08,9.23E-08,3.24E-06,6.56E-05,7.36E-05,3.27E-05,1.07E-08,1.09E-09,0.00015924,9.32E-06,MBA,0.41763
a0001746,2001746,  1746 Brouwer (1963 RF),1746,Brouwer,,N,N,9.9,62.524,0.048,0.492,JPL 40,2459000.5,59000,20200531,J2000,0.20850948,3.952110938,3.128058343,8.366435846,321.945583,47.61181623,57.59678699,4.776163534,0.12544703,2458541.368,20190226.87,2869.737133,7.856912069,2.13536,831.0180512,3.97E-08,2.33E-08,1.58E-07,4.66E-06,2.78E-05,2.96E-05,9.35E-06,2.82E-08,1.11E-09,7.34E-05,2.54E-05,OMB,0.45
a0001747,2001747,  1747 Wright (1947 NH),1747,Wright,,N,N,13.5,6.35,0.2005,0.6,JPL 32,2459000.5,59000,20200531,J2000,0.110244767,1.709187719,1.520758717,21.41782839,268.3827406,340.4243162,255.7267558,1.897616721,0.441082095,2459236.903,20210122.4,816.1745949,2.234564257,0.511514,199.0659034,4.36E-08,3.65E-09,7.55E-08,4.95E-06,9.69E-06,2.11E-05,2.13E-05,4.05E-09,1.41E-09,4.85E-05,2.61E-06,MCA,0.4238
a0001748,2001748,  1748 Mauderli (1966 RA),1748,Mauderli,,N,N,10.5,44.908,0.048,0.345,JPL 38,2459000.5,59000,20200531,J2000,0.218164564,3.956031168,3.092965353,3.301164089,125.595,198.588547,350.6654161,4.819096983,0.125260608,2459075.021,20200813.52,2874.008073,7.868605266,2.08111,809.9055787,3.79E-08,3.18E-08,1.59E-07,4.11E-06,6.51E-05,6.56E-05,1.10E-05,3.87E-08,1.51E-09,8.86E-05,3.46E-05,OMB,0.48348
a0001749,2001749,  1749 Telamon (1949 SB),1749,Telamon,,N,N,9.5,64.898,0.073,0.666,44,2459000.5,59000,20200531,J2000,0.108125839,5.146987431,4.590465095,6.097768384,340.849214,112.8970305,257.4464468,5.703509766,0.084406212,2460215.5,20230928,4265.088905,11.67717702,3.6132,1406.149044,3.91E-08,5.46E-08,2.19E-07,4.31E-06,4.03E-05,4.55E-05,2.35E-05,6.05E-08,1.34E-09,0.00028636,6.78E-05,TJN,0.49075
